"","Recruit_ID","Treatment","Tank","Day","polyp_area","nDay"
"1306","1481","CWT+DHE","T11","11",0.061,11
"1307","1481","CWT+DHE","T11","18",0.105,18
"1308","1481","CWT+DHE","T11","24",0.208,24
"1309","1481","CWT+DHE","T11","38",0.316,38
"1310","1482","CWT+DHE","T11","11",0.019,11
"1311","1482","CWT+DHE","T11","18",0.094,18
"1312","1482","CWT+DHE","T11","24",0.167,24
"1313","1482","CWT+DHE","T11","38",0.165,38
"1314","1482","CWT+DHE","T11","46",0.155,46
"1315","1482","CWT+DHE","T11","54",0.152,54
"1316","1482","CWT+DHE","T11","60",0.133,60
"1317","1482","CWT+DHE","T11","67",0.179,67
"1318","1483","CWT+DHE","T11","11",0.16,11
"1319","1483","CWT+DHE","T11","18",0.124,18
"1320","1484","CWT+DHE","T11","11",0.046,11
"1321","1484","CWT+DHE","T11","18",0.146,18
"1322","1484","CWT+DHE","T11","24",0.169,24
"1323","1484","CWT+DHE","T11","38",0.206,38
"1324","1484","CWT+DHE","T11","46",0.192,46
"1325","1484","CWT+DHE","T11","54",0.25,54
"1326","1484","CWT+DHE","T11","60",0.269,60
"1327","1484","CWT+DHE","T11","67",0.296,67
"1328","1486","CWT+DHE","T11","11",0.247,11
"1329","1486","CWT+DHE","T11","18",0.248,18
"1330","1486","CWT+DHE","T11","24",0.351,24
"1331","1486","CWT+DHE","T11","38",0.588,38
"1332","1487","CWT+DHE","T11","11",0.174,11
"1333","1487","CWT+DHE","T11","18",0.132,18
"1334","1487","CWT+DHE","T11","24",0.176,24
"1335","1488","CWT+DHE","T11","11",0.05,11
"1336","1488","CWT+DHE","T11","18",0.132,18
"1337","1488","CWT+DHE","T11","24",0.155,24
"1338","1488","CWT+DHE","T11","38",0.267,38
"1339","1488","CWT+DHE","T11","46",0.082,46
"1340","1489","CWT+DHE","T11","11",0.261,11
"1341","1489","CWT+DHE","T11","18",0.213,18
"1342","1489","CWT+DHE","T11","24",0.317,24
"1343","1489","CWT+DHE","T11","38",0.679,38
"1344","1489","CWT+DHE","T11","46",0.316,46
"1345","1490","CWT+DHE","T11","11",0.051,11
"1346","1490","CWT+DHE","T11","18",0.047,18
"1347","1490","CWT+DHE","T11","24",0.042,24
"1348","1491","CWT+DHE","T11","11",0.226,11
"1349","1491","CWT+DHE","T11","18",0.187,18
"1350","1491","CWT+DHE","T11","24",0.306,24
"1351","1491","CWT+DHE","T11","38",0.492,38
"1352","1492","CWT+DHE","T11","11",0.281,11
"1353","1492","CWT+DHE","T11","18",0.241,18
"1354","1492","CWT+DHE","T11","24",0.212,24
"1355","1492","CWT+DHE","T11","38",0.58,38
"1356","1494","CWT+DHE","T11","11",0.062,11
"1357","1494","CWT+DHE","T11","18",0.061,18
"1358","1494","CWT+DHE","T11","24",0.051,24
"1359","1495","CWT+DHE","T11","11",0.123,11
"1360","1495","CWT+DHE","T11","18",0.107,18
"1361","1495","CWT+DHE","T11","24",0.139,24
"1362","1495","CWT+DHE","T11","38",0.207,38
"1363","1495","CWT+DHE","T11","46",0.285,46
"1364","1495","CWT+DHE","T11","54",0.413,54
"1365","1495","CWT+DHE","T11","60",0.476,60
"1366","1495","CWT+DHE","T11","67",0.423,67
"1367","1496","CWT+DHE","T11","11",0.214,11
"1368","1496","CWT+DHE","T11","18",0.096,18
"1369","1496","CWT+DHE","T11","24",0.162,24
"1370","1496","CWT+DHE","T11","38",0.415,38
"1371","1496","CWT+DHE","T11","46",0.529,46
"1372","1496","CWT+DHE","T11","54",0.601,54
"1373","1496","CWT+DHE","T11","60",0.521,60
"1374","1496","CWT+DHE","T11","67",0.566,67
"1375","1497","CWT+DHE","T11","11",0.211,11
"1376","1497","CWT+DHE","T11","18",0.213,18
"1377","1497","CWT+DHE","T11","24",0.222,24
"1378","1497","CWT+DHE","T11","38",0.31,38
"1379","1497","CWT+DHE","T11","46",0.555,46
"1380","1497","CWT+DHE","T11","54",0.643,54
"1381","1497","CWT+DHE","T11","60",0.684,60
"1382","1497","CWT+DHE","T11","67",0.921,67
"1383","1498","CWT+DHE","T11","11",0.234,11
"1384","1498","CWT+DHE","T11","18",0.203,18
"1385","1498","CWT+DHE","T11","24",0.191,24
"1386","1498","CWT+DHE","T11","38",0.29,38
"1387","1498","CWT+DHE","T11","46",0.371,46
"1388","1498","CWT+DHE","T11","54",0.692,54
"1389","1498","CWT+DHE","T11","60",1.058,60
"1390","1498","CWT+DHE","T11","67",1.007,67
"1391","1499","CWT+DHE","T11","11",0.086,11
"1392","1499","CWT+DHE","T11","18",0.142,18
"1393","1499","CWT+DHE","T11","24",0.206,24
"1394","1499","CWT+DHE","T11","38",0.337,38
"1395","1499","CWT+DHE","T11","46",0.679,46
"1396","1499","CWT+DHE","T11","54",0.964,54
"1397","1499","CWT+DHE","T11","60",1.319,60
"1398","1499","CWT+DHE","T11","67",1.284,67
"1399","1500","CWT+DHE","T11","11",0.22,11
"1400","1500","CWT+DHE","T11","18",0.263,18
"1401","1500","CWT+DHE","T11","24",0.416,24
"1402","1502","CWT+DHE","T11","11",0.106,11
"1403","1502","CWT+DHE","T11","18",0.146,18
"1404","1502","CWT+DHE","T11","24",0.181,24
"1405","1503","CWT+DHE","T11","11",0.096,11
"1406","1503","CWT+DHE","T11","18",0.134,18
"1407","1503","CWT+DHE","T11","24",0.307,24
"1408","1503","CWT+DHE","T11","38",0.197,38
"1409","1503","CWT+DHE","T11","46",0.222,46
"1410","1503","CWT+DHE","T11","54",0.188,54
"1411","1503","CWT+DHE","T11","60",0.183,60
"1412","1503","CWT+DHE","T11","67",0.169,67
"1413","1504","CWT+DHE","T11","11",0.68,11
"1414","1504","CWT+DHE","T11","18",0.592,18
"1415","1504","CWT+DHE","T11","24",0.695,24
"1416","1504","CWT+DHE","T11","38",1.074,38
"1417","1504","CWT+DHE","T11","46",1.565,46
"1418","1504","CWT+DHE","T11","54",2.577,54
"1419","1504","CWT+DHE","T11","60",2.959,60
"1420","1504","CWT+DHE","T11","67",2.9,67
"1421","1506","CWT+DHE","T11","11",0.106,11
"1422","1506","CWT+DHE","T11","18",0.118,18
"1423","1506","CWT+DHE","T11","24",0.181,24
"1424","1506","CWT+DHE","T11","38",0.196,38
"1425","1506","CWT+DHE","T11","46",0.364,46
"1426","1506","CWT+DHE","T11","54",0.526,54
"1427","1506","CWT+DHE","T11","60",0.517,60
"1428","1506","CWT+DHE","T11","67",0.658,67
"1429","1507","CWT+DHE","T11","11",0.105,11
"1430","1507","CWT+DHE","T11","18",0.167,18
"1431","1507","CWT+DHE","T11","24",0.195,24
"1432","1507","CWT+DHE","T11","38",0.34,38
"1433","1507","CWT+DHE","T11","46",0.52,46
"1434","1507","CWT+DHE","T11","54",0.883,54
"1435","1507","CWT+DHE","T11","60",0.763,60
"1436","1507","CWT+DHE","T11","67",0.852,67
"1437","1508","CWT+DHE","T11","11",0.067,11
"1438","1508","CWT+DHE","T11","18",0.069,18
"1439","1508","CWT+DHE","T11","24",0.181,24
"1440","1508","CWT+DHE","T11","38",0.186,38
"1441","1508","CWT+DHE","T11","46",0.306,46
"1442","1508","CWT+DHE","T11","54",0.378,54
"1443","1508","CWT+DHE","T11","60",0.395,60
"1444","1508","CWT+DHE","T11","67",0.459,67
"1445","1509","CWT+DHE","T11","11",0.044,11
"1446","1509","CWT+DHE","T11","18",0.122,18
"1447","1509","CWT+DHE","T11","24",0.091,24
"1448","1510","CWT+DHE","T11","11",0.148,11
"1449","1510","CWT+DHE","T11","18",0.123,18
"1450","1510","CWT+DHE","T11","24",0.163,24
"1451","1510","CWT+DHE","T11","38",0.227,38
"1452","1511","CWT+DHE","T11","11",0.057,11
"1453","1511","CWT+DHE","T11","18",0.107,18
"1454","1511","CWT+DHE","T11","24",0.132,24
"1455","1511","CWT+DHE","T11","38",0.237,38
"1456","1511","CWT+DHE","T11","46",0.302,46
"1457","1511","CWT+DHE","T11","54",0.522,54
"1458","1511","CWT+DHE","T11","60",0.613,60
"1459","1511","CWT+DHE","T11","67",0.639,67
"1460","1513","CWT+DHE","T11","11",0.185,11
"1461","1513","CWT+DHE","T11","18",0.21,18
"1462","1513","CWT+DHE","T11","24",0.264,24
"1463","1513","CWT+DHE","T11","38",0.455,38
"1464","1513","CWT+DHE","T11","46",0.713,46
"1465","1513","CWT+DHE","T11","54",1.089,54
"1466","1513","CWT+DHE","T11","60",1.415,60
"1467","1513","CWT+DHE","T11","67",1.444,67
"1468","1514","CWT+DHE","T11","11",0.077,11
"1469","1514","CWT+DHE","T11","18",0.078,18
"1470","1514","CWT+DHE","T11","24",0.115,24
"1471","1514","CWT+DHE","T11","38",0.167,38
"1472","1515","CWT+DHE","T11","11",0.159,11
"1473","1515","CWT+DHE","T11","18",0.336,18
"1474","1515","CWT+DHE","T11","24",0.305,24
"1475","1515","CWT+DHE","T11","38",0.433,38
"1476","1515","CWT+DHE","T11","46",0.656,46
"1477","1515","CWT+DHE","T11","54",0.955,54
"1478","1515","CWT+DHE","T11","60",0.9,60
"1479","1515","CWT+DHE","T11","67",0.909,67
"1480","1516","CWT+DHE","T11","11",0.035,11
"1481","1516","CWT+DHE","T11","18",0.059,18
"1482","1516","CWT+DHE","T11","24",0.054,24
"1483","1516","CWT+DHE","T11","38",0.079,38
"1484","1516","CWT+DHE","T11","46",0.067,46
"1485","1516","CWT+DHE","T11","54",0.297,54
"1486","1516","CWT+DHE","T11","60",0.271,60
"1487","1516","CWT+DHE","T11","67",0.273,67
"1488","1517","CWT+DHE","T11","11",0.218,11
"1489","1517","CWT+DHE","T11","18",0.268,18
"1490","1517","CWT+DHE","T11","24",0.295,24
"1491","1517","CWT+DHE","T11","38",0.447,38
"1492","1517","CWT+DHE","T11","46",0.763,46
"1493","1517","CWT+DHE","T11","54",0.8,54
"1494","1517","CWT+DHE","T11","60",1.014,60
"1495","1517","CWT+DHE","T11","67",1.236,67
"1496","1518","CWT+DHE","T11","11",0.279,11
"1497","1518","CWT+DHE","T11","18",0.289,18
"1498","1518","CWT+DHE","T11","24",0.434,24
"1499","1518","CWT+DHE","T11","38",0.488,38
"1500","1518","CWT+DHE","T11","46",0.73,46
"1501","1518","CWT+DHE","T11","54",1.82,54
"1502","1518","CWT+DHE","T11","60",1.397,60
"1503","1518","CWT+DHE","T11","67",1.323,67
"1504","1519","CWT+DHE","T11","11",0.141,11
"1505","1519","CWT+DHE","T11","18",0.15,18
"1506","1519","CWT+DHE","T11","24",0.155,24
"1507","1519","CWT+DHE","T11","38",0.23,38
"1508","1519","CWT+DHE","T11","46",0.332,46
"1509","1519","CWT+DHE","T11","54",0.325,54
"1510","1519","CWT+DHE","T11","60",0.372,60
"1511","1519","CWT+DHE","T11","67",0.507,67
"1512","1520","CWT+DHE","T11","11",0.165,11
"1513","1520","CWT+DHE","T11","18",0.222,18
"1514","1520","CWT+DHE","T11","24",0.175,24
"1515","1520","CWT+DHE","T11","38",0.198,38
"1516","1520","CWT+DHE","T11","46",0.229,46
"1517","1520","CWT+DHE","T11","54",0.316,54
"1518","1520","CWT+DHE","T11","60",0.257,60
"1519","1520","CWT+DHE","T11","67",0.311,67
"1520","1521","CWT+DHE","T11","11",0.126,11
"1521","1521","CWT+DHE","T11","18",0.086,18
"1522","1521","CWT+DHE","T11","24",0.248,24
"1523","1521","CWT+DHE","T11","38",0.301,38
"1524","1521","CWT+DHE","T11","46",0.309,46
"1525","1521","CWT+DHE","T11","54",0.394,54
"1526","1521","CWT+DHE","T11","60",0.445,60
"1527","1521","CWT+DHE","T11","67",0.441,67
"1528","1522","CWT+DHE","T11","11",0.275,11
"1529","1523","CWT+DHE","T11","11",0.291,11
"1530","1524","CWT+DHE","T11","11",0.145,11
"1531","1525","CWT+DHE","T11","11",0.271,11
"1532","1526","CWT+DHE","T11","11",0.234,11
"1533","1527","CWT+DHE","T11","11",0.28,11
"1534","1528","CWT+DHE","T11","11",0.219,11
"1535","1529","CWT+DHE","T11","11",0.204,11
"1536","1530","CWT+DHE","T11","11",0.287,11
"1537","1531","CWT+DHE","T11","11",0.237,11
"1538","1531","CWT+DHE","T11","18",0.216,18
"1539","1531","CWT+DHE","T11","24",0.29,24
"1540","1531","CWT+DHE","T11","38",0.564,38
"1541","1531","CWT+DHE","T11","46",0.899,46
"1542","1531","CWT+DHE","T11","54",1.404,54
"1543","1531","CWT+DHE","T11","60",1.717,60
"1544","1531","CWT+DHE","T11","67",1.659,67
"1545","1532","CWT+DHE","T11","11",0.127,11
"1546","1532","CWT+DHE","T11","18",0.128,18
"1547","1532","CWT+DHE","T11","24",0.204,24
"1548","1532","CWT+DHE","T11","38",0.306,38
"1549","1533","CWT+DHE","T11","11",0.032,11
"1550","1533","CWT+DHE","T11","18",0.078,18
"1551","1533","CWT+DHE","T11","24",0.068,24
"1552","1533","CWT+DHE","T11","38",0.092,38
"1553","1535","CHE+DHE","T6","11",0.131,11
"1554","1535","CHE+DHE","T6","18",0.124,18
"1555","1535","CHE+DHE","T6","24",0.091,24
"1556","1535","CHE+DHE","T6","38",0.266,38
"1557","1535","CHE+DHE","T6","46",0.579,46
"1558","1536","CHE+DHE","T6","11",0.261,11
"1559","1536","CHE+DHE","T6","18",0.3,18
"1560","1536","CHE+DHE","T6","24",0.223,24
"1561","1536","CHE+DHE","T6","38",0.714,38
"1562","1536","CHE+DHE","T6","46",1.63,46
"1563","1536","CHE+DHE","T6","54",1.512,54
"1564","1536","CHE+DHE","T6","60",2.281,60
"1565","1536","CHE+DHE","T6","67",2.466,67
"1566","1537","CHE+DHE","T6","11",0.079,11
"1567","1537","CHE+DHE","T6","18",0.064,18
"1568","1537","CHE+DHE","T6","24",0.066,24
"1569","1538","CHE+DHE","T6","11",0.193,11
"1570","1538","CHE+DHE","T6","18",0.145,18
"1571","1538","CHE+DHE","T6","24",0.133,24
"1572","1538","CHE+DHE","T6","38",0.187,38
"1573","1538","CHE+DHE","T6","46",0.452,46
"1574","1539","CHE+DHE","T6","11",0.19,11
"1575","1539","CHE+DHE","T6","18",0.189,18
"1576","1539","CHE+DHE","T6","24",0.188,24
"1577","1539","CHE+DHE","T6","38",0.418,38
"1578","1539","CHE+DHE","T6","46",0.439,46
"1579","1539","CHE+DHE","T6","54",0.738,54
"1580","1539","CHE+DHE","T6","60",0.739,60
"1581","1539","CHE+DHE","T6","67",0.925,67
"1582","1540","CHE+DHE","T6","11",0.195,11
"1583","1540","CHE+DHE","T6","18",0.238,18
"1584","1540","CHE+DHE","T6","24",0.314,24
"1585","1540","CHE+DHE","T6","38",0.924,38
"1586","1540","CHE+DHE","T6","46",0.923,46
"1587","1540","CHE+DHE","T6","54",2.169,54
"1588","1540","CHE+DHE","T6","60",2.454,60
"1589","1540","CHE+DHE","T6","67",2.468,67
"1590","1541","CHE+DHE","T6","11",0.158,11
"1591","1541","CHE+DHE","T6","18",0.154,18
"1592","1541","CHE+DHE","T6","24",0.068,24
"1593","1541","CHE+DHE","T6","38",0.255,38
"1594","1541","CHE+DHE","T6","46",0.16,46
"1595","1541","CHE+DHE","T6","54",0.392,54
"1596","1541","CHE+DHE","T6","60",0.507,60
"1597","1541","CHE+DHE","T6","67",0.516,67
"1598","1544","CHE+DHE","T6","11",0.148,11
"1599","1544","CHE+DHE","T6","18",0.187,18
"1600","1544","CHE+DHE","T6","24",0.172,24
"1601","1544","CHE+DHE","T6","38",0.455,38
"1602","1544","CHE+DHE","T6","46",0.43,46
"1603","1544","CHE+DHE","T6","54",0.689,54
"1604","1544","CHE+DHE","T6","60",0.731,60
"1605","1544","CHE+DHE","T6","67",0.853,67
"1606","1545","CHE+DHE","T6","11",0.074,11
"1607","1545","CHE+DHE","T6","18",0.065,18
"1608","1545","CHE+DHE","T6","24",0.073,24
"1609","1546","CHE+DHE","T6","11",0.109,11
"1610","1546","CHE+DHE","T6","18",0.077,18
"1611","1546","CHE+DHE","T6","24",0.09,24
"1612","1546","CHE+DHE","T6","38",0.136,38
"1613","1546","CHE+DHE","T6","46",0.195,46
"1614","1547","CHE+DHE","T6","11",0.116,11
"1615","1547","CHE+DHE","T6","18",0.058,18
"1616","1547","CHE+DHE","T6","24",0.119,24
"1617","1547","CHE+DHE","T6","38",0.264,38
"1618","1547","CHE+DHE","T6","46",0.302,46
"1619","1548","CHE+DHE","T6","11",0.061,11
"1620","1548","CHE+DHE","T6","18",0.044,18
"1621","1548","CHE+DHE","T6","24",0.043,24
"1622","1548","CHE+DHE","T6","38",0.071,38
"1623","1548","CHE+DHE","T6","46",0.052,46
"1624","1549","CHE+DHE","T6","11",0.061,11
"1625","1549","CHE+DHE","T6","18",0.095,18
"1626","1549","CHE+DHE","T6","24",0.094,24
"1627","1549","CHE+DHE","T6","38",0.311,38
"1628","1549","CHE+DHE","T6","46",0.494,46
"1629","1550","CHE+DHE","T6","11",0.098,11
"1630","1550","CHE+DHE","T6","18",0.087,18
"1631","1550","CHE+DHE","T6","24",0.093,24
"1632","1550","CHE+DHE","T6","38",0.294,38
"1633","1550","CHE+DHE","T6","46",0.514,46
"1634","1551","CHE+DHE","T6","11",0.248,11
"1635","1551","CHE+DHE","T6","18",0.154,18
"1636","1551","CHE+DHE","T6","24",0.116,24
"1637","1551","CHE+DHE","T6","38",0.313,38
"1638","1551","CHE+DHE","T6","46",0.636,46
"1639","1552","CHE+DHE","T6","11",0.222,11
"1640","1553","CHE+DHE","T6","11",0.092,11
"1641","1553","CHE+DHE","T6","18",0.132,18
"1642","1553","CHE+DHE","T6","24",0.147,24
"1643","1553","CHE+DHE","T6","38",0.183,38
"1644","1553","CHE+DHE","T6","46",0.355,46
"1645","1553","CHE+DHE","T6","54",0.457,54
"1646","1553","CHE+DHE","T6","60",0.503,60
"1647","1553","CHE+DHE","T6","67",0.611,67
"1648","1554","CHE+DHE","T6","11",0.108,11
"1649","1554","CHE+DHE","T6","18",0.072,18
"1650","1554","CHE+DHE","T6","24",0.117,24
"1651","1554","CHE+DHE","T6","38",0.291,38
"1652","1554","CHE+DHE","T6","46",0.485,46
"1653","1554","CHE+DHE","T6","54",0.884,54
"1654","1554","CHE+DHE","T6","60",1.077,60
"1655","1554","CHE+DHE","T6","67",1.448,67
"1656","1556","CHE+DHE","T6","11",0.2,11
"1657","1556","CHE+DHE","T6","24",0.335,24
"1658","1556","CHE+DHE","T6","38",0.814,38
"1659","1556","CHE+DHE","T6","46",1.218,46
"1660","1556","CHE+DHE","T6","54",0.808,54
"1661","1556","CHE+DHE","T6","60",1.082,60
"1662","1556","CHE+DHE","T6","67",3.312,67
"1663","1557","CHE+DHE","T6","11",0.165,11
"1664","1557","CHE+DHE","T6","18",0.341,18
"1665","1557","CHE+DHE","T6","24",0.504,24
"1666","1557","CHE+DHE","T6","38",1.084,38
"1667","1557","CHE+DHE","T6","46",1.969,46
"1668","1559","CHE+DHE","T6","11",0.184,11
"1669","1560","CHE+DHE","T6","11",0.092,11
"1670","1560","CHE+DHE","T6","18",0.143,18
"1671","1561","CHE+DHE","T6","11",0.119,11
"1672","1561","CHE+DHE","T6","18",0.148,18
"1673","1562","CHE+DHE","T6","11",0.158,11
"1674","1562","CHE+DHE","T6","18",0.158,18
"1675","1562","CHE+DHE","T6","24",0.271,24
"1676","1562","CHE+DHE","T6","38",0.515,38
"1677","1562","CHE+DHE","T6","46",0.698,46
"1678","1562","CHE+DHE","T6","54",0.556,54
"1679","1562","CHE+DHE","T6","60",0.648,60
"1680","1562","CHE+DHE","T6","67",0.67,67
"1681","1563","CHE+DHE","T6","11",0.243,11
"1682","1563","CHE+DHE","T6","18",0.297,18
"1683","1563","CHE+DHE","T6","24",0.403,24
"1684","1563","CHE+DHE","T6","38",0.594,38
"1685","1563","CHE+DHE","T6","46",1.195,46
"1686","1564","CHE+DHE","T6","11",0.155,11
"1687","1564","CHE+DHE","T6","18",0.173,18
"1688","1564","CHE+DHE","T6","24",0.244,24
"1689","1564","CHE+DHE","T6","38",0.711,38
"1690","1564","CHE+DHE","T6","46",1.259,46
"1691","1580","CHE+DHE","T6","11",0.274,11
"1692","1590","CHE+DHE","T6","11",0.204,11
"1693","1590","CHE+DHE","T6","18",0.157,18
"1694","1590","CHE+DHE","T6","24",0.146,24
"1695","1590","CHE+DHE","T6","38",0.305,38
"1696","1590","CHE+DHE","T6","46",0.419,46
"1697","1590","CHE+DHE","T6","54",0.336,54
"1698","1590","CHE+DHE","T6","60",0.56,60
"1699","1590","CHE+DHE","T6","67",0.602,67
"1700","1593","CHE+DHE","T6","11",0.124,11
"1701","1593","CHE+DHE","T6","18",0.203,18
"1702","1593","CHE+DHE","T6","24",0.277,24
"1703","1593","CHE+DHE","T6","38",0.425,38
"1704","1593","CHE+DHE","T6","46",0.513,46
"1705","1595","CHE+DHE","T6","11",0.198,11
"1706","1595","CHE+DHE","T6","18",0.311,18
"1707","1595","CHE+DHE","T6","24",0.374,24
"1708","1595","CHE+DHE","T6","38",0.928,38
"1709","1595","CHE+DHE","T6","46",1.37,46
"1710","1603","CHE+DHE","T6","11",0.229,11
"1711","1603","CHE+DHE","T6","18",0.267,18
"1712","1603","CHE+DHE","T6","24",0.387,24
"1713","1603","CHE+DHE","T6","38",0.756,38
"1714","1603","CHE+DHE","T6","46",2.085,46
"1715","1603","CHE+DHE","T6","54",2.319,54
"1716","1603","CHE+DHE","T6","60",2.239,60
"1717","1603","CHE+DHE","T6","67",2.328,67
"1718","1605","CHE+DHE","T6","11",0.216,11
"1719","1605","CHE+DHE","T6","18",0.249,18
"1720","1605","CHE+DHE","T6","24",0.251,24
"1721","1605","CHE+DHE","T6","38",0.571,38
"1722","1605","CHE+DHE","T6","46",0.789,46
"1723","1605","CHE+DHE","T6","54",0.924,54
"1724","1605","CHE+DHE","T6","60",1.076,60
"1725","1605","CHE+DHE","T6","67",1.243,67
"1726","1606","CHE+DHE","T6","11",0.158,11
"1727","1606","CHE+DHE","T6","18",0.225,18
"1728","1606","CHE+DHE","T6","24",0.296,24
"1729","1606","CHE+DHE","T6","38",0.555,38
"1730","1606","CHE+DHE","T6","46",0.752,46
"1731","1606","CHE+DHE","T6","54",0.979,54
"1732","1606","CHE+DHE","T6","60",0.933,60
"1733","1606","CHE+DHE","T6","67",1.013,67
"1734","1607","CHE+DHE","T6","11",0.151,11
"1735","1607","CHE+DHE","T6","18",0.179,18
"1736","1607","CHE+DHE","T6","24",0.293,24
"1737","1607","CHE+DHE","T6","38",0.522,38
"1738","1607","CHE+DHE","T6","46",0.911,46
"1739","1607","CHE+DHE","T6","54",0.655,54
"1740","1607","CHE+DHE","T6","60",0.958,60
"1741","1607","CHE+DHE","T6","67",0.817,67
"1742","1611","CHE+DHE","T6","11",0.054,11
"1743","1611","CHE+DHE","T6","18",0.078,18
"1744","1611","CHE+DHE","T6","24",0.144,24
"1745","1628","CHE+DHE","T6","11",0.135,11
"1746","1628","CHE+DHE","T6","18",0.263,18
"1747","1628","CHE+DHE","T6","24",0.373,24
"1748","1636","CHE+DHE","T6","11",0.18,11
"1749","1636","CHE+DHE","T6","18",0.343,18
"1750","1636","CHE+DHE","T6","24",0.503,24
"1751","1636","CHE+DHE","T6","38",0.631,38
"1752","1636","CHE+DHE","T6","46",1.45,46
"1753","1636","CHE+DHE","T6","54",1.926,54
"1754","1636","CHE+DHE","T6","60",2.134,60
"1755","1636","CHE+DHE","T6","67",2.05,67
"1756","1637","CHE+DHE","T6","11",0.194,11
"1757","1637","CHE+DHE","T6","18",0.265,18
"1758","1637","CHE+DHE","T6","24",0.383,24
"1759","1637","CHE+DHE","T6","38",0.531,38
"1760","1637","CHE+DHE","T6","46",1.193,46
"1761","1637","CHE+DHE","T6","54",1.605,54
"1762","1637","CHE+DHE","T6","60",1.654,60
"1763","1637","CHE+DHE","T6","67",1.958,67
"1764","1638","CHE+DHE","T6","11",0.05,11
"1765","1638","CHE+DHE","T6","18",0.1,18
"1766","1640","CHE+DHE","T6","11",0.202,11
"1767","1640","CHE+DHE","T6","18",0.286,18
"1768","1640","CHE+DHE","T6","24",0.3,24
"1769","1640","CHE+DHE","T6","38",0.595,38
"1770","1640","CHE+DHE","T6","46",1.46,46
"1771","1640","CHE+DHE","T6","54",1.131,54
"1772","1640","CHE+DHE","T6","60",1.539,60
"1773","1640","CHE+DHE","T6","67",1.672,67
"1774","1641","CHE+DHE","T6","11",0.096,11
"1775","1641","CHE+DHE","T6","18",0.222,18
"1776","1641","CHE+DHE","T6","24",0.274,24
"1777","1641","CHE+DHE","T6","38",0.473,38
"1778","1641","CHE+DHE","T6","46",1.238,46
"1779","1641","CHE+DHE","T6","54",1.015,54
"1780","1641","CHE+DHE","T6","60",1.483,60
"1781","1641","CHE+DHE","T6","67",1.706,67
"1782","1647","CHE+DHE","T6","11",0.24,11
"1783","1647","CHE+DHE","T6","18",0.214,18
"1784","1647","CHE+DHE","T6","24",0.24,24
"1785","1647","CHE+DHE","T6","38",0.422,38
"1786","1647","CHE+DHE","T6","46",0.498,46
"1787","1647","CHE+DHE","T6","54",0.795,54
"1788","1647","CHE+DHE","T6","60",0.809,60
"1789","1647","CHE+DHE","T6","67",1.135,67
"1790","1655","CHE+DHE","T6","11",0.152,11
"1791","1655","CHE+DHE","T6","18",0.196,18
"1792","1655","CHE+DHE","T6","24",0.234,24
"1793","1655","CHE+DHE","T6","38",0.402,38
"1794","1655","CHE+DHE","T6","46",0.687,46
"1795","1655","CHE+DHE","T6","54",0.766,54
"1796","1655","CHE+DHE","T6","60",0.75,60
"1797","1655","CHE+DHE","T6","67",0.937,67
"1798","1660","CHE+DHE","T6","11",0.258,11
"1799","1660","CHE+DHE","T6","18",0.29,18
"1800","1660","CHE+DHE","T6","24",0.533,24
"1801","1660","CHE+DHE","T6","38",0.752,38
"1802","1660","CHE+DHE","T6","46",1.113,46
"1803","1660","CHE+DHE","T6","54",1.837,54
"1804","1660","CHE+DHE","T6","60",1.705,60
"1805","1660","CHE+DHE","T6","67",1.714,67
"1806","1661","CHE+DHE","T6","11",0.268,11
"1807","1661","CHE+DHE","T6","18",0.308,18
"1808","1661","CHE+DHE","T6","24",0.481,24
"1809","1661","CHE+DHE","T6","38",0.772,38
"1810","1661","CHE+DHE","T6","46",1.926,46
"1811","1661","CHE+DHE","T6","54",2.404,54
"1812","1661","CHE+DHE","T6","60",2.204,60
"1813","1661","CHE+DHE","T6","67",2.325,67
"1814","1662","CHE+DHE","T6","11",0.189,11
"1815","1662","CHE+DHE","T6","18",0.369,18
"1816","1662","CHE+DHE","T6","24",0.472,24
"1817","1662","CHE+DHE","T6","38",0.892,38
"1818","1662","CHE+DHE","T6","46",1.601,46
"1819","1662","CHE+DHE","T6","54",1.829,54
"1820","1662","CHE+DHE","T6","60",1.787,60
"1821","1662","CHE+DHE","T6","67",1.881,67
"1822","1664","CHE+DHE","T6","11",0.134,11
"1823","1664","CHE+DHE","T6","18",0.145,18
"1824","1664","CHE+DHE","T6","24",0.254,24
"1825","1664","CHE+DHE","T6","38",0.415,38
"1826","1664","CHE+DHE","T6","46",0.596,46
"1827","1664","CHE+DHE","T6","54",0.903,54
"1828","1664","CHE+DHE","T6","60",0.881,60
"1829","1664","CHE+DHE","T6","67",0.97,67
"1830","1665","CHE+DHE","T6","11",0.234,11
"1831","1665","CHE+DHE","T6","18",0.367,18
"1832","1665","CHE+DHE","T6","24",0.401,24
"1833","1665","CHE+DHE","T6","38",0.646,38
"1834","1665","CHE+DHE","T6","46",0.985,46
"1835","1665","CHE+DHE","T6","54",1.341,54
"1836","1665","CHE+DHE","T6","60",1.897,60
"1837","1665","CHE+DHE","T6","67",2.861,67
"1838","1666","CHE+DHE","T6","11",0.281,11
"1839","1668","CHE+DHE","T6","11",0.188,11
"1840","1669","CHE+DHE","T6","11",0.186,11
"1841","1671","CHE+DHE","T6","11",0.22,11
"1842","1672","CHE+DHE","T6","11",0.057,11
