"","Recruit_ID","Treatment","Tank","Day","polyp_area","nDay"
"4476","1696","DWT","T10","67",1.382,67
"4477","1697","DWT","T10","11",0.13,11
"4478","1697","DWT","T10","18",0.15,18
"4479","1697","DWT","T10","24",0.159,24
"4480","1697","DWT","T10","38",0.326,38
"4481","1697","DWT","T10","46",0.492,46
"4482","1697","DWT","T10","54",0.682,54
"4483","1697","DWT","T10","60",0.757,60
"4484","1697","DWT","T10","67",0.94,67
"4485","1698","DWT","T10","11",0.153,11
"4486","1698","DWT","T10","18",0.253,18
"4487","1698","DWT","T10","24",0.284,24
"4488","1698","DWT","T10","38",0.478,38
"4489","1698","DWT","T10","46",0.756,46
"4490","1698","DWT","T10","54",1.099,54
"4491","1698","DWT","T10","60",1.123,60
"4492","1698","DWT","T10","67",1.625,67
"4493","1699","DWT","T10","11",0.204,11
"4494","1699","DWT","T10","18",0.256,18
"4495","1699","DWT","T10","24",0.316,24
"4496","1699","DWT","T10","38",0.677,38
"4497","1699","DWT","T10","46",1.401,46
"4498","1699","DWT","T10","54",2.064,54
"4499","1699","DWT","T10","60",1.535,60
"4500","1699","DWT","T10","67",2.282,67
"4501","1700","DWT","T10","11",0.172,11
"4502","1700","DWT","T10","18",0.222,18
"4503","1700","DWT","T10","24",0.279,24
"4504","1700","DWT","T10","38",0.311,38
"4505","1700","DWT","T10","46",0.414,46
"4506","1700","DWT","T10","54",0.533,54
"4507","1700","DWT","T10","60",0.501,60
"4508","1700","DWT","T10","67",1.129,67
"4509","1702","DWT","T10","11",0.244,11
"4510","1702","DWT","T10","18",0.243,18
"4511","1702","DWT","T10","24",0.31,24
"4512","1702","DWT","T10","38",0.511,38
"4513","1702","DWT","T10","46",0.665,46
"4514","1702","DWT","T10","54",0.841,54
"4515","1702","DWT","T10","60",0.89,60
"4516","1702","DWT","T10","67",1.373,67
"4517","1703","DWT","T10","11",0.294,11
"4518","1703","DWT","T10","18",0.387,18
"4519","1703","DWT","T10","24",0.355,24
"4520","1704","DWT","T10","11",0.05,11
"4521","1704","DWT","T10","18",0.152,18
"4522","1704","DWT","T10","24",0.146,24
"4523","1704","DWT","T10","38",0.274,38
"4524","1704","DWT","T10","46",0.29,46
"4525","1704","DWT","T10","54",0.383,54
"4526","1704","DWT","T10","60",0.203,60
"4527","1704","DWT","T10","67",0.578,67
"4528","1705","DWT","T10","11",0.23,11
"4529","1705","DWT","T10","18",0.194,18
"4530","1705","DWT","T10","24",0.338,24
"4531","1705","DWT","T10","38",0.494,38
"4532","1705","DWT","T10","46",0.829,46
"4533","1705","DWT","T10","54",1.398,54
"4534","1705","DWT","T10","60",1.703,60
"4535","1705","DWT","T10","67",2.236,67
"4536","1706","DWT","T10","11",0.139,11
"4537","1706","DWT","T10","18",0.083,18
"4538","1706","DWT","T10","24",0.111,24
"4539","1706","DWT","T10","38",0.144,38
"4540","1706","DWT","T10","46",0.16,46
"4541","1706","DWT","T10","54",0.152,54
"4542","1706","DWT","T10","60",0.124,60
"4543","1706","DWT","T10","67",0.261,67
"4544","1707","DWT","T10","11",0.217,11
"4545","1707","DWT","T10","18",0.229,18
"4546","1707","DWT","T10","24",0.292,24
"4547","1707","DWT","T10","38",0.359,38
"4548","1707","DWT","T10","46",0.657,46
"4549","1707","DWT","T10","54",0.879,54
"4550","1707","DWT","T10","60",1.137,60
"4551","1707","DWT","T10","67",1.592,67
"4552","1709","DWT","T10","11",0.227,11
"4553","1709","DWT","T10","18",0.318,18
"4554","1709","DWT","T10","24",0.377,24
"4555","1710","DWT","T10","11",0.144,11
"4556","1710","DWT","T10","18",0.129,18
"4557","1710","DWT","T10","24",0.162,24
"4558","1711","DWT","T10","11",0.299,11
"4559","1711","DWT","T10","18",0.409,18
"4560","1711","DWT","T10","24",0.447,24
"4561","1712","DWT","T10","11",0.177,11
"4562","1712","DWT","T10","18",0.165,18
"4563","1712","DWT","T10","24",0.105,24
"4564","1713","DWT","T10","11",0.253,11
"4565","1713","DWT","T10","18",0.379,18
"4566","1713","DWT","T10","24",0.358,24
"4567","1713","DWT","T10","38",0.594,38
"4568","1713","DWT","T10","46",1.053,46
"4569","1713","DWT","T10","54",1.659,54
"4570","1713","DWT","T10","60",2.04,60
"4571","1713","DWT","T10","67",2.439,67
"4572","1715","DWT","T10","11",0.233,11
"4573","1715","DWT","T10","18",0.301,18
"4574","1715","DWT","T10","24",0.389,24
"4575","1715","DWT","T10","38",0.42,38
"4576","1715","DWT","T10","46",0.563,46
"4577","1715","DWT","T10","54",0.761,54
"4578","1715","DWT","T10","60",1.07,60
"4579","1715","DWT","T10","67",1.34,67
"4580","1716","DWT","T10","11",0.165,11
"4581","1716","DWT","T10","18",0.289,18
"4582","1716","DWT","T10","24",0.373,24
"4583","1716","DWT","T10","38",0.564,38
"4584","1716","DWT","T10","46",0.727,46
"4585","1716","DWT","T10","54",0.888,54
"4586","1716","DWT","T10","60",1.062,60
"4587","1717","DWT","T10","11",0.157,11
"4588","1717","DWT","T10","18",0.112,18
"4589","1717","DWT","T10","24",0.092,24
"4590","1717","DWT","T10","38",0.224,38
"4591","1717","DWT","T10","46",0.242,46
"4592","1717","DWT","T10","54",0.306,54
"4593","1717","DWT","T10","60",0.414,60
"4594","1717","DWT","T10","67",0.539,67
"4595","1719","DWT","T10","11",0.244,11
"4596","1719","DWT","T10","18",0.47,18
"4597","1719","DWT","T10","24",0.495,24
"4598","1719","DWT","T10","38",0.569,38
"4599","1719","DWT","T10","46",0.917,46
"4600","1719","DWT","T10","54",1.514,54
"4601","1719","DWT","T10","60",2.008,60
"4602","1719","DWT","T10","67",2.561,67
"4603","1720","DWT","T10","11",0.118,11
"4604","1720","DWT","T10","18",0.264,18
"4605","1720","DWT","T10","24",0.235,24
"4606","1721","DWT","T10","11",0.073,11
"4607","1721","DWT","T10","18",0.188,18
"4608","1721","DWT","T10","24",0.189,24
"4609","1721","DWT","T10","38",0.211,38
"4610","1721","DWT","T10","46",0.201,46
"4611","1721","DWT","T10","54",0.27,54
"4612","1721","DWT","T10","60",0.364,60
"4613","1721","DWT","T10","67",0.536,67
"4614","1723","DWT","T10","11",0.178,11
"4615","1723","DWT","T10","18",0.18,18
"4616","1723","DWT","T10","24",0.287,24
"4617","1723","DWT","T10","38",0.443,38
"4618","1723","DWT","T10","46",0.499,46
"4619","1723","DWT","T10","54",0.984,54
"4620","1723","DWT","T10","60",1.107,60
"4621","1723","DWT","T10","67",1.396,67
"4622","1724","DWT","T10","11",0.187,11
"4623","1724","DWT","T10","18",0.311,18
"4624","1724","DWT","T10","24",0.493,24
"4625","1724","DWT","T10","38",0.62,38
"4626","1724","DWT","T10","46",1.098,46
"4627","1724","DWT","T10","54",1.6,54
"4628","1724","DWT","T10","60",1.723,60
"4629","1724","DWT","T10","67",2.222,67
"4630","1725","DWT","T10","11",0.197,11
"4631","1725","DWT","T10","18",0.295,18
"4632","1725","DWT","T10","24",0.441,24
"4633","1726","DWT","T10","11",0.081,11
"4634","1726","DWT","T10","18",0.061,18
"4635","1726","DWT","T10","24",0.071,24
"4636","1727","DWT","T10","11",0.118,11
"4637","1727","DWT","T10","18",0.215,18
"4638","1727","DWT","T10","24",0.272,24
"4639","1727","DWT","T10","38",0.342,38
"4640","1727","DWT","T10","46",0.443,46
"4641","1727","DWT","T10","54",0.784,54
"4642","1727","DWT","T10","60",1.049,60
"4643","1727","DWT","T10","67",1.607,67
"4644","1730","DWT","T10","11",0.044,11
"4645","1730","DWT","T10","18",0.054,18
"4646","1730","DWT","T10","24",0.083,24
"4647","1730","DWT","T10","38",0.093,38
"4648","1730","DWT","T10","46",0.087,46
"4649","1730","DWT","T10","54",0.168,54
"4650","1730","DWT","T10","60",0.156,60
"4651","1730","DWT","T10","67",0.308,67
"4652","1731","DWT","T10","11",0.233,11
"4653","1731","DWT","T10","18",0.334,18
"4654","1731","DWT","T10","24",0.265,24
"4655","1731","DWT","T10","38",0.457,38
"4656","1731","DWT","T10","46",0.711,46
"4657","1731","DWT","T10","54",1.424,54
"4658","1731","DWT","T10","60",1.367,60
"4659","1731","DWT","T10","67",1.961,67
"4660","1732","DWT","T10","11",0.104,11
"4661","1732","DWT","T10","18",0.112,18
"4662","1732","DWT","T10","24",0.15,24
"4663","1732","DWT","T10","38",0.212,38
"4664","1732","DWT","T10","46",0.262,46
"4665","1732","DWT","T10","54",0.333,54
"4666","1732","DWT","T10","60",0.328,60
"4667","1732","DWT","T10","67",0.554,67
"4668","1733","DWT","T10","11",0.261,11
"4669","1733","DWT","T10","18",0.177,18
"4670","1733","DWT","T10","24",0.151,24
"4671","1733","DWT","T10","38",0.187,38
"4672","1733","DWT","T10","46",0.258,46
"4673","1733","DWT","T10","54",0.34,54
"4674","1733","DWT","T10","60",0.43,60
"4675","1733","DWT","T10","67",0.813,67
"4676","1734","DWT","T10","11",0.019,11
"4677","1734","DWT","T10","18",0.095,18
"4678","1734","DWT","T10","24",0.153,24
"4679","1734","DWT","T10","38",0.128,38
"4680","1734","DWT","T10","46",0.202,46
"4681","1734","DWT","T10","54",0.196,54
"4682","1734","DWT","T10","60",0.189,60
"4683","1734","DWT","T10","67",0.289,67
"4684","1735","DWT","T10","11",0.099,11
"4685","1735","DWT","T10","18",0.09,18
"4686","1735","DWT","T10","24",0.12,24
"4687","1735","DWT","T10","38",0.109,38
"4688","1736","DWT","T10","11",0.153,11
"4689","1736","DWT","T10","18",0.154,18
"4690","1737","DWT","T10","11",0.114,11
"4691","1737","DWT","T10","18",0.133,18
"4692","1737","DWT","T10","24",0.125,24
"4693","1737","DWT","T10","38",0.123,38
"4694","1737","DWT","T10","46",0.127,46
"4695","1737","DWT","T10","54",0.124,54
"4696","1737","DWT","T10","60",0.065,60
"4697","1737","DWT","T10","67",0.087,67
"4698","1738","DWT","T10","11",0.346,11
"4699","1738","DWT","T10","18",0.283,18
"4700","1738","DWT","T10","24",0.102,24
"4701","1738","DWT","T10","38",0.253,38
"4702","1738","DWT","T10","46",0.291,46
"4703","1738","DWT","T10","54",0.45,54
"4704","1738","DWT","T10","60",0.496,60
"4705","1738","DWT","T10","67",0.676,67
"4706","1739","DWT","T10","11",0.065,11
"4707","1739","DWT","T10","18",0.073,18
"4708","1739","DWT","T10","24",0.246,24
"4709","1739","DWT","T10","38",0.34,38
"4710","1739","DWT","T10","46",0.556,46
"4711","1739","DWT","T10","54",0.829,54
"4712","1739","DWT","T10","60",0.851,60
"4713","1739","DWT","T10","67",1.021,67
"4714","1740","DWT","T10","11",0.162,11
"4715","1740","DWT","T10","18",0.245,18
"4716","1740","DWT","T10","24",0.267,24
"4717","1740","DWT","T10","38",0.352,38
"4718","1740","DWT","T10","46",0.534,46
"4719","1740","DWT","T10","54",0.998,54
"4720","1740","DWT","T10","60",0.899,60
"4721","1740","DWT","T10","67",1.597,67
"4722","1741","DWT","T10","11",0.091,11
"4723","1741","DWT","T10","18",0.187,18
"4724","1741","DWT","T10","24",0.141,24
"4725","1741","DWT","T10","38",0.167,38
"4726","1741","DWT","T10","46",0.251,46
"4727","1741","DWT","T10","54",0.516,54
"4728","1741","DWT","T10","60",0.498,60
"4729","1741","DWT","T10","67",0.766,67
"4730","1742","DWT","T10","11",0.304,11
"4731","1742","DWT","T10","18",0.316,18
"4732","1742","DWT","T10","24",0.358,24
"4733","1742","DWT","T10","38",0.427,38
"4734","1742","DWT","T10","46",0.648,46
"4735","1742","DWT","T10","54",0.849,54
"4736","1742","DWT","T10","60",0.841,60
"4737","1742","DWT","T10","67",0.637,67
"4738","1743","DWT","T10","11",0.213,11
"4739","1743","DWT","T10","18",0.28,18
"4740","1743","DWT","T10","24",0.308,24
"4741","1743","DWT","T10","38",0.59,38
"4742","1743","DWT","T10","46",0.755,46
"4743","1743","DWT","T10","54",1.102,54
"4744","1743","DWT","T10","60",1.428,60
"4745","1743","DWT","T10","67",2.084,67
"4746","1744","DWT","T10","11",0.103,11
"4747","1744","DWT","T10","18",0.182,18
"4748","1748","DWT","T10","11",0.158,11
"4749","1748","DWT","T10","18",0.178,18
"4750","1748","DWT","T10","24",0.182,24
"4751","1748","DWT","T10","38",0.424,38
"4752","1748","DWT","T10","46",0.512,46
"4753","1748","DWT","T10","54",0.725,54
"4754","1748","DWT","T10","60",1.391,60
"4755","1748","DWT","T10","67",1.407,67
"4756","1749","DWT","T10","11",0.26,11
"4757","1750","DWT","T10","11",0.259,11
"4758","1751","DWT","T10","11",0.172,11
"4759","1752","DWT","T10","11",0.271,11
"4760","1753","DWT","T10","11",0.234,11
"4761","1754","DWT","T10","11",0.072,11
"4762","1755","DWT","T10","11",0.236,11
"4763","1756","DWT","T10","11",0.159,11
"4764","1757","DWT","T10","11",0.097,11
"4765","1757","DWT","T10","18",0.29,18
"4766","1757","DWT","T10","24",0.233,24
"4767","2623","CHE+DHE","T21","11",0.22,11
"4768","2623","CHE+DHE","T21","18",0.254,18
"4769","2623","CHE+DHE","T21","24",0.4,24
"4770","2623","CHE+DHE","T21","38",0.323,38
"4771","2623","CHE+DHE","T21","46",0.607,46
"4772","2623","CHE+DHE","T21","54",0.738,54
"4773","2623","CHE+DHE","T21","60",0.694,60
"4774","2623","CHE+DHE","T21","67",0.735,67
"4775","2624","CHE+DHE","T21","11",0.109,11
"4776","2624","CHE+DHE","T21","18",0.307,18
"4777","2624","CHE+DHE","T21","24",0.503,24
"4778","2629","CHE+DHE","T21","11",0.052,11
"4779","2629","CHE+DHE","T21","18",0.204,18
"4780","2629","CHE+DHE","T21","24",0.177,24
"4781","2629","CHE+DHE","T21","38",0.427,38
"4782","2629","CHE+DHE","T21","46",0.617,46
"4783","2629","CHE+DHE","T21","54",0.65,54
"4784","2629","CHE+DHE","T21","60",0.768,60
"4785","2629","CHE+DHE","T21","67",0.874,67
"4786","2630","CHE+DHE","T21","11",0.196,11
"4787","2630","CHE+DHE","T21","18",0.253,18
"4788","2630","CHE+DHE","T21","24",0.33,24
"4789","2630","CHE+DHE","T21","38",0.426,38
"4790","2630","CHE+DHE","T21","46",0.949,46
"4791","2630","CHE+DHE","T21","54",1.225,54
"4792","2630","CHE+DHE","T21","60",1.735,60
"4793","2630","CHE+DHE","T21","67",2.002,67
"4794","2631","CHE+DHE","T21","11",0.144,11
"4795","2631","CHE+DHE","T21","18",0.173,18
"4796","2631","CHE+DHE","T21","24",0.202,24
"4797","2631","CHE+DHE","T21","38",0.465,38
"4798","2631","CHE+DHE","T21","46",0.49,46
"4799","2631","CHE+DHE","T21","54",0.844,54
"4800","2631","CHE+DHE","T21","60",0.974,60
"4801","2631","CHE+DHE","T21","67",1.051,67
"4802","2632","CHE+DHE","T21","11",0.279,11
"4803","2632","CHE+DHE","T21","18",0.218,18
"4804","2632","CHE+DHE","T21","24",0.339,24
"4805","2632","CHE+DHE","T21","38",0.77,38
"4806","2632","CHE+DHE","T21","46",1.17,46
"4807","2632","CHE+DHE","T21","54",1.275,54
"4808","2632","CHE+DHE","T21","60",1.358,60
"4809","2632","CHE+DHE","T21","67",1.989,67
"4810","2633","CHE+DHE","T21","11",0.115,11
"4811","2633","CHE+DHE","T21","18",0.148,18
"4812","2633","CHE+DHE","T21","24",0.213,24
"4813","2633","CHE+DHE","T21","38",0.463,38
"4814","2633","CHE+DHE","T21","46",0.681,46
"4815","2633","CHE+DHE","T21","54",0.912,54
"4816","2633","CHE+DHE","T21","60",0.932,60
"4817","2633","CHE+DHE","T21","67",1.272,67
"4818","2634","CHE+DHE","T21","11",0.243,11
"4819","2634","CHE+DHE","T21","18",0.246,18
"4820","2634","CHE+DHE","T21","24",0.317,24
"4821","2634","CHE+DHE","T21","38",1.14,38
"4822","2634","CHE+DHE","T21","46",1.18,46
"4823","2634","CHE+DHE","T21","54",1.375,54
"4824","2634","CHE+DHE","T21","60",1.789,60
"4825","2634","CHE+DHE","T21","67",1.935,67
"4826","2636","CHE+DHE","T21","11",0.077,11
"4827","2636","CHE+DHE","T21","18",0.144,18
"4828","2636","CHE+DHE","T21","24",0.161,24
"4829","2637","CHE+DHE","T21","11",0.07,11
"4830","2637","CHE+DHE","T21","18",0.179,18
"4831","2637","CHE+DHE","T21","24",0.22,24
"4832","2637","CHE+DHE","T21","38",0.15,38
"4833","2638","CHE+DHE","T21","11",0.235,11
"4834","2638","CHE+DHE","T21","18",0.285,18
"4835","2638","CHE+DHE","T21","24",0.398,24
"4836","2638","CHE+DHE","T21","38",0.576,38
"4837","2638","CHE+DHE","T21","46",1.162,46
"4838","2638","CHE+DHE","T21","54",1.652,54
"4839","2638","CHE+DHE","T21","60",1.775,60
"4840","2638","CHE+DHE","T21","67",1.95,67
"4841","2639","CHE+DHE","T21","11",0.18,11
"4842","2639","CHE+DHE","T21","18",0.311,18
"4843","2639","CHE+DHE","T21","24",0.349,24
"4844","2639","CHE+DHE","T21","38",0.494,38
"4845","2639","CHE+DHE","T21","46",0.922,46
"4846","2639","CHE+DHE","T21","54",1.325,54
"4847","2639","CHE+DHE","T21","60",1.253,60
"4848","2639","CHE+DHE","T21","67",1.988,67
"4849","2640","CHE+DHE","T21","11",0.196,11
"4850","2640","CHE+DHE","T21","18",0.15,18
"4851","2640","CHE+DHE","T21","24",0.347,24
"4852","2640","CHE+DHE","T21","38",0.266,38
"4853","2640","CHE+DHE","T21","46",0.711,46
"4854","2640","CHE+DHE","T21","54",0.69,54
"4855","2640","CHE+DHE","T21","60",0.794,60
"4856","2640","CHE+DHE","T21","67",1.011,67
"4857","2641","CHE+DHE","T21","11",0.123,11
"4858","2641","CHE+DHE","T21","18",0.101,18
"4859","2641","CHE+DHE","T21","24",0.096,24
"4860","2641","CHE+DHE","T21","38",0.099,38
"4861","2642","CHE+DHE","T21","11",0.184,11
"4862","2642","CHE+DHE","T21","18",0.135,18
"4863","2642","CHE+DHE","T21","24",0.2,24
"4864","2642","CHE+DHE","T21","38",0.185,38
"4865","2642","CHE+DHE","T21","46",0.587,46
"4866","2642","CHE+DHE","T21","54",0.674,54
"4867","2642","CHE+DHE","T21","60",0.979,60
"4868","2642","CHE+DHE","T21","67",1.321,67
"4869","2643","CHE+DHE","T21","11",0.112,11
"4870","2643","CHE+DHE","T21","18",0.137,18
"4871","2643","CHE+DHE","T21","24",0.294,24
"4872","2643","CHE+DHE","T21","38",0.144,38
"4873","2643","CHE+DHE","T21","46",0.299,46
"4874","2643","CHE+DHE","T21","54",0.427,54
"4875","2643","CHE+DHE","T21","60",0.643,60
"4876","2643","CHE+DHE","T21","67",0.664,67
"4877","2644","CHE+DHE","T21","11",0.09,11
"4878","2644","CHE+DHE","T21","18",0.113,18
"4879","2644","CHE+DHE","T21","24",0.256,24
"4880","2644","CHE+DHE","T21","38",0.209,38
"4881","2644","CHE+DHE","T21","46",0.389,46
"4882","2644","CHE+DHE","T21","54",0.574,54
"4883","2644","CHE+DHE","T21","60",0.582,60
"4884","2644","CHE+DHE","T21","67",0.708,67
"4885","2649","CHE+DHE","T21","11",0.16,11
"4886","2649","CHE+DHE","T21","18",0.235,18
"4887","2649","CHE+DHE","T21","24",0.322,24
"4888","2649","CHE+DHE","T21","38",0.523,38
"4889","2649","CHE+DHE","T21","46",0.725,46
"4890","2649","CHE+DHE","T21","54",0.507,54
"4891","2649","CHE+DHE","T21","60",0.888,60
"4892","2649","CHE+DHE","T21","67",0.928,67
"4893","2650","CHE+DHE","T21","11",0.156,11
"4894","2650","CHE+DHE","T21","18",0.217,18
"4895","2650","CHE+DHE","T21","24",0.285,24
"4896","2650","CHE+DHE","T21","38",1.05,38
"4897","2650","CHE+DHE","T21","46",1.215,46
"4898","2650","CHE+DHE","T21","54",0.866,54
"4899","2650","CHE+DHE","T21","60",1.463,60
"4900","2650","CHE+DHE","T21","67",1.598,67
"4901","2651","CHE+DHE","T21","11",0.148,11
"4902","2651","CHE+DHE","T21","18",0.125,18
"4903","2651","CHE+DHE","T21","24",0.178,24
"4904","2651","CHE+DHE","T21","38",0.392,38
"4905","2651","CHE+DHE","T21","46",0.47,46
"4906","2651","CHE+DHE","T21","54",0.7,54
"4907","2651","CHE+DHE","T21","60",0.849,60
"4908","2651","CHE+DHE","T21","67",1.101,67
"4909","2652","CHE+DHE","T21","11",0.066,11
"4910","2652","CHE+DHE","T21","18",0.083,18
"4911","2652","CHE+DHE","T21","24",0.083,24
"4912","2652","CHE+DHE","T21","38",0.088,38
"4913","2653","CHE+DHE","T21","11",0.222,11
"4914","2653","CHE+DHE","T21","18",0.24,18
"4915","2653","CHE+DHE","T21","24",0.348,24
"4916","2653","CHE+DHE","T21","38",0.545,38
"4917","2653","CHE+DHE","T21","46",0.655,46
"4918","2653","CHE+DHE","T21","54",0.613,54
"4919","2653","CHE+DHE","T21","60",0.853,60
"4920","2653","CHE+DHE","T21","67",1.103,67
"4921","2654","CHE+DHE","T21","11",0.189,11
"4922","2654","CHE+DHE","T21","18",0.313,18
"4923","2654","CHE+DHE","T21","24",0.438,24
"4924","2654","CHE+DHE","T21","38",0.455,38
"4925","2654","CHE+DHE","T21","46",0.971,46
"4926","2654","CHE+DHE","T21","54",0.837,54
"4927","2654","CHE+DHE","T21","60",1.016,60
"4928","2654","CHE+DHE","T21","67",1.222,67
"4929","2655","CHE+DHE","T21","11",0.074,11
"4930","2655","CHE+DHE","T21","18",0.072,18
"4931","2655","CHE+DHE","T21","24",0.054,24
"4932","2656","CHE+DHE","T21","11",0.279,11
"4933","2656","CHE+DHE","T21","18",0.302,18
"4934","2656","CHE+DHE","T21","24",0.308,24
"4935","2656","CHE+DHE","T21","38",0.247,38
"4936","2656","CHE+DHE","T21","46",0.606,46
"4937","2656","CHE+DHE","T21","54",0.707,54
"4938","2656","CHE+DHE","T21","60",1.026,60
"4939","2656","CHE+DHE","T21","67",1.138,67
"4940","2657","CHE+DHE","T21","11",0.225,11
"4941","2657","CHE+DHE","T21","18",0.333,18
"4942","2657","CHE+DHE","T21","24",0.458,24
"4943","2657","CHE+DHE","T21","38",0.245,38
"4944","2660","CHE+DHE","T21","11",0.207,11
"4945","2660","CHE+DHE","T21","18",0.219,18
"4946","2660","CHE+DHE","T21","24",0.271,24
"4947","2660","CHE+DHE","T21","38",0.156,38
"4948","2663","CHE+DHE","T21","11",0.231,11
"4949","2663","CHE+DHE","T21","18",0.274,18
"4950","2663","CHE+DHE","T21","24",0.259,24
"4951","2663","CHE+DHE","T21","38",0.426,38
"4952","2663","CHE+DHE","T21","46",0.619,46
"4953","2663","CHE+DHE","T21","54",0.661,54
"4954","2663","CHE+DHE","T21","60",0.818,60
"4955","2663","CHE+DHE","T21","67",0.981,67
"4956","2665","CHE+DHE","T21","11",0.105,11
"4957","2665","CHE+DHE","T21","18",0.225,18
"4958","2665","CHE+DHE","T21","24",0.366,24
"4959","2665","CHE+DHE","T21","38",0.228,38
"4960","2666","CHE+DHE","T21","11",0.214,11
"4961","2666","CHE+DHE","T21","18",0.258,18
"4962","2666","CHE+DHE","T21","24",0.4,24
"4963","2666","CHE+DHE","T21","38",1.004,38
"4964","2666","CHE+DHE","T21","46",1.478,46
"4965","2666","CHE+DHE","T21","54",1.333,54
"4966","2666","CHE+DHE","T21","60",1.338,60
"4967","2666","CHE+DHE","T21","67",1.414,67
"4968","2667","CHE+DHE","T21","11",0.147,11
"4969","2667","CHE+DHE","T21","18",0.262,18
"4970","2667","CHE+DHE","T21","24",0.261,24
"4971","2672","CHE+DHE","T21","11",0.168,11
"4972","2672","CHE+DHE","T21","18",0.165,18
"4973","2672","CHE+DHE","T21","24",0.268,24
"4974","2672","CHE+DHE","T21","38",0.21,38
"4975","2672","CHE+DHE","T21","46",0.573,46
"4976","2672","CHE+DHE","T21","54",0.713,54
"4977","2672","CHE+DHE","T21","60",0.802,60
"4978","2672","CHE+DHE","T21","67",0.826,67
"4979","2673","CHE+DHE","T21","11",0.222,11
"4980","2673","CHE+DHE","T21","18",0.211,18
"4981","2673","CHE+DHE","T21","24",0.245,24
"4982","2673","CHE+DHE","T21","38",0.229,38
"4983","2673","CHE+DHE","T21","46",0.584,46
"4984","2673","CHE+DHE","T21","54",0.709,54
"4985","2673","CHE+DHE","T21","60",0.787,60
"4986","2673","CHE+DHE","T21","67",0.875,67
"4987","2674","CHE+DHE","T21","11",0.208,11
"4988","2674","CHE+DHE","T21","18",0.21,18
"4989","2674","CHE+DHE","T21","24",0.21,24
"4990","2678","CHE+DHE","T21","11",0.08,11
"4991","2678","CHE+DHE","T21","18",0.074,18
"4992","2678","CHE+DHE","T21","24",0.139,24
"4993","2678","CHE+DHE","T21","38",0.214,38
"4994","2678","CHE+DHE","T21","46",0.466,46
"4995","2678","CHE+DHE","T21","54",0.47,54
"4996","2678","CHE+DHE","T21","60",0.608,60
"4997","2678","CHE+DHE","T21","67",0.622,67
"4998","2679","CHE+DHE","T21","11",0.119,11
"4999","2679","CHE+DHE","T21","18",0.185,18
"5000","2683","CHE+DHE","T21","11",0.295,11
"5001","2683","CHE+DHE","T21","18",0.997,18
"5002","2683","CHE+DHE","T21","24",0.994,24
"5003","2683","CHE+DHE","T21","38",1.105,38
"5004","2683","CHE+DHE","T21","46",1.258,46
"5005","2683","CHE+DHE","T21","54",1.297,54
"5006","2683","CHE+DHE","T21","60",1.046,60
"5007","2683","CHE+DHE","T21","67",0.942,67
"5008","2684","CHE+DHE","T21","11",0.311,11
"5009","2684","CHE+DHE","T21","18",0.03,18
"5010","2685","CHE+DHE","T21","11",0.313,11
"5011","2685","CHE+DHE","T21","18",0.194,18
"5012","2685","CHE+DHE","T21","24",0.097,24
"5013","2685","CHE+DHE","T21","38",0.213,38
"5014","2685","CHE+DHE","T21","46",0.17,46
"5015","2685","CHE+DHE","T21","54",0.2,54
"5016","2685","CHE+DHE","T21","60",0.214,60
"5017","2685","CHE+DHE","T21","67",0.164,67
"5018","2686","CHE+DHE","T21","11",0.256,11
"5019","2687","CHE+DHE","T21","11",0.066,11
"5020","2687","CHE+DHE","T21","18",0.071,18
"5021","2687","CHE+DHE","T21","24",0.062,24
"5022","2688","CHE+DHE","T21","11",0.126,11
"5023","2689","CHE+DHE","T21","11",0.173,11
"5024","2689","CHE+DHE","T21","18",0.031,18
"5025","2689","CHE+DHE","T21","24",0.022,24
"5026","2689","CHE+DHE","T21","38",0.054,38
"5027","2690","CHE+DHE","T21","11",0.165,11
"5028","2751","CWT+DWT","T27","11",0.227,11
"5029","2751","CWT+DWT","T27","18",0.266,18
"5030","2751","CWT+DWT","T27","24",0.288,24
"5031","2751","CWT+DWT","T27","38",0.575,38
"5032","2751","CWT+DWT","T27","46",1.36,46
"5033","2751","CWT+DWT","T27","54",1.912,54
"5034","2751","CWT+DWT","T27","60",2.147,60
"5035","2751","CWT+DWT","T27","67",1.531,67
"5036","2752","CWT+DWT","T27","11",0.207,11
"5037","2752","CWT+DWT","T27","18",0.275,18
"5038","2752","CWT+DWT","T27","24",0.273,24
"5039","2752","CWT+DWT","T27","38",0.502,38
"5040","2752","CWT+DWT","T27","46",1.119,46
"5041","2752","CWT+DWT","T27","54",2.596,54
"5042","2752","CWT+DWT","T27","60",2.649,60
"5043","2752","CWT+DWT","T27","67",3.017,67
"5044","2753","CWT+DWT","T27","11",0.278,11
"5045","2753","CWT+DWT","T27","18",0.318,18
"5046","2753","CWT+DWT","T27","24",0.292,24
"5047","2753","CWT+DWT","T27","38",0.629,38
"5048","2753","CWT+DWT","T27","46",1.027,46
"5049","2753","CWT+DWT","T27","54",1.682,54
"5050","2753","CWT+DWT","T27","60",2.119,60
"5051","2753","CWT+DWT","T27","67",2.382,67
"5052","2758","CWT+DWT","T27","11",0.138,11
"5053","2758","CWT+DWT","T27","18",0.183,18
"5054","2758","CWT+DWT","T27","24",0.189,24
"5055","2759","CWT+DWT","T27","11",0.217,11
"5056","2759","CWT+DWT","T27","18",0.21,18
