"","Recruit_ID","Treatment","Tank","Day","polyp_area","nDay","last"
"1","31","CWT+DHE","T1","11",0.189,11,"False"
"2","52","CWT+DHE","T1","11",0.507,11,"False"
"3","53","CWT+DHE","T1","11",0.42,11,"False"
"4","65","CWT+DHE","T1","11",0.237,11,"False"
"5","78","CWT+DHE","T1","11",0.129,11,"False"
"6","79","CWT+DHE","T1","11",0.053,11,"False"
"7","80","CWT+DHE","T1","11",0.283,11,"False"
"8","81","CWT+DHE","T1","11",0.246,11,"False"
"9","117","CWT+DHE","T1","11",0.265,11,"False"
"10","132","CWT+DHE","T1","11",0.394,11,"False"
"11","137","CWT+DHE","T1","11",0.416,11,"False"
"12","156","CWT+DHE","T1","11",0.354,11,"False"
"13","157","CWT+DHE","T1","11",0.467,11,"False"
"14","1000","CWT+DHE","T1","11",0.312,11,"False"
"15","1001","CWT+DHE","T1","11",0.415,11,"False"
"16","1002","CWT+DHE","T1","11",0.115,11,"False"
"17","1003","CWT+DHE","T1","11",0.138,11,"False"
"18","1005","CWT+DHE","T1","11",0.29,11,"False"
"19","1006","CWT+DHE","T1","11",0.464,11,"False"
"20","1007","CWT+DHE","T1","11",0.395,11,"False"
"21","1008","CWT+DHE","T1","11",0.086,11,"False"
"22","1010","CWT+DHE","T1","11",0.13,11,"False"
"23","1011","CWT+DHE","T1","11",0.467,11,"False"
"24","1013","CWT+DHE","T1","11",0.189,11,"False"
"25","1014","CWT+DHE","T1","11",0.313,11,"False"
"26","1016","CWT+DHE","T1","11",0.17,11,"False"
"27","1017","CWT+DHE","T1","11",0.301,11,"True"
"28","1018","CWT+DHE","T1","11",0.385,11,"True"
"29","1020","CWT+DHE","T1","11",0.147,11,"False"
"30","1021","CWT+DHE","T1","11",0.062,11,"False"
"31","1022","CWT+DHE","T1","11",0.343,11,"True"
"32","1023","CWT+DHE","T1","11",0.33,11,"True"
"33","1024","CWT+DHE","T1","11",0.265,11,"True"
"34","1025","CWT+DHE","T1","11",0.173,11,"True"
"35","164","CWT","T2","11",0.354,11,"False"
"36","165a","CWT","T2","11",0.266,11,"False"
"37","165b","CWT","T2","11",0.248,11,"False"
"38","168","CWT","T2","11",0.353,11,"False"
"39","183","CWT","T2","11",0.265,11,"False"
"40","187","CWT","T2","11",0.396,11,"False"
"41","222","CWT","T2","11",0.24,11,"False"
"42","250","CWT","T2","11",0.269,11,"False"
"43","1026","CWT","T2","11",0.122,11,"False"
"44","1029","CWT","T2","11",0.254,11,"False"
"45","1033","CWT","T2","11",0.099,11,"False"
"46","1034","CWT","T2","11",0.097,11,"False"
"47","1035","CWT","T2","11",0.374,11,"False"
"48","1036","CWT","T2","11",0.278,11,"False"
"49","1037","CWT","T2","11",0.166,11,"False"
"50","1038","CWT","T2","11",0.101,11,"False"
"51","1040","CWT","T2","11",0.244,11,"False"
"52","1042","CWT","T2","11",0.084,11,"False"
"53","1043","CWT","T2","11",0.072,11,"False"
"54","1045","CWT","T2","11",0.246,11,"False"
"55","1047","CWT","T2","11",0.33,11,"False"
"56","1048","CWT","T2","11",0.28,11,"False"
"57","1049","CWT","T2","11",0.151,11,"False"
"58","1050","CWT","T2","11",0.221,11,"False"
"59","1051","CWT","T2","11",0.477,11,"False"
"60","1052","CWT","T2","11",0.162,11,"False"
"61","1054","CWT","T2","11",0.03,11,"False"
"62","709","DHE","T3","11",0.112,11,"False"
"63","766","DHE","T3","11",0.03,11,"False"
"64","1055","DHE","T3","11",0.103,11,"False"
"65","1056","DHE","T3","11",0.151,11,"False"
"66","1057","DHE","T3","11",0.075,11,"False"
"67","1058","DHE","T3","11",0.062,11,"False"
"68","1059","DHE","T3","11",0.174,11,"False"
"69","1060","DHE","T3","11",0.162,11,"False"
"70","1061","DHE","T3","11",0.313,11,"False"
"71","1062","DHE","T3","11",0.266,11,"False"
"72","1063","DHE","T3","11",0.081,11,"False"
"73","1065","DHE","T3","11",0.185,11,"False"
"74","1067","DHE","T3","11",0.109,11,"False"
"75","1068","DHE","T3","11",0.118,11,"False"
"76","1069","DHE","T3","11",0.169,11,"False"
"77","1070","DHE","T3","11",0.226,11,"False"
"78","1071","DHE","T3","11",0.07,11,"False"
"79","1072","DHE","T3","11",0.097,11,"False"
"80","1073","DHE","T3","11",0.37,11,"False"
"81","1074","DHE","T3","11",0.077,11,"False"
"82","1075","DHE","T3","11",0.3,11,"False"
"83","1076","DHE","T3","11",0.045,11,"False"
"84","1077","DHE","T3","11",0.391,11,"False"
"85","1078","DHE","T3","11",0.277,11,"False"
"86","1079","DHE","T3","11",0.436,11,"False"
"87","1080","DHE","T3","11",0.138,11,"False"
"88","1081","DHE","T3","11",0.246,11,"False"
"89","1082","DHE","T3","11",0.191,11,"False"
"90","1083","DHE","T3","11",0.358,11,"False"
"91","1084","DHE","T3","11",0.3,11,"False"
"92","1085","DHE","T3","11",0.207,11,"False"
"93","1086","DHE","T3","11",0.192,11,"False"
"94","1087","DHE","T3","11",0.269,11,"False"
"95","1088","DHE","T3","11",0.176,11,"False"
"96","1089","DHE","T3","11",0.196,11,"False"
"97","1090","DHE","T3","11",0.064,11,"False"
"98","1091","DHE","T3","11",0.131,11,"False"
"99","1092","DHE","T3","11",0.277,11,"False"
"100","1093","DHE","T3","11",0.087,11,"False"
"101","1100","DHE","T3","11",0.135,11,"True"
"102","1101","DHE","T3","11",0.123,11,"True"
"103","1103","DHE","T3","11",0.324,11,"True"
"104","1104","DHE","T3","11",0.146,11,"True"
"105","1105","DHE","T3","11",0.129,11,"True"
"106","1106","DHE","T3","11",0.481,11,"True"
"107","1107","DHE","T3","11",0.218,11,"True"
"108","1108","DHE","T3","11",0.172,11,"True"
"109","1109","DHE","T3","11",0.316,11,"True"
"110","1110","DHE","T3","11",0.167,11,"True"
"111","160","CWT","T4","11",0.367,11,"False"
"112","161","CWT","T4","11",0.329,11,"False"
"113","163","CWT","T4","11",0.16,11,"False"
"114","166","CWT","T4","11",0.328,11,"False"
"115","170","CWT","T4","11",0.119,11,"False"
"116","171","CWT","T4","11",0.079,11,"False"
"117","178","CWT","T4","11",0.283,11,"False"
"118","179","CWT","T4","11",0.197,11,"False"
"119","180","CWT","T4","11",0.272,11,"False"
"120","186","CWT","T4","11",0.292,11,"False"
"121","189","CWT","T4","11",0.325,11,"False"
"122","193","CWT","T4","11",0.513,11,"False"
"123","194","CWT","T4","11",0.248,11,"False"
"124","197","CWT","T4","11",0.381,11,"False"
"125","198","CWT","T4","11",0.281,11,"False"
"126","199","CWT","T4","11",0.292,11,"False"
"127","200","CWT","T4","11",0.183,11,"False"
"128","201","CWT","T4","11",0.213,11,"False"
"129","202","CWT","T4","11",0.13,11,"False"
"130","203","CWT","T4","11",0.3,11,"False"
"131","205","CWT","T4","11",0.294,11,"False"
"132","206","CWT","T4","11",0.273,11,"False"
"133","212","CWT","T4","11",0.326,11,"False"
"134","213","CWT","T4","11",0.374,11,"False"
"135","214","CWT","T4","11",0.118,11,"False"
"136","220","CWT","T4","11",0.301,11,"False"
"137","221","CWT","T4","11",0.356,11,"False"
"138","223","CWT","T4","11",0.275,11,"False"
"139","225","CWT","T4","11",0.259,11,"False"
"140","226","CWT","T4","11",0.307,11,"False"
"141","227","CWT","T4","11",0.321,11,"False"
"142","228","CWT","T4","11",0.144,11,"False"
"143","229","CWT","T4","11",0.291,11,"False"
"144","230","CWT","T4","11",0.201,11,"False"
"145","231","CWT","T4","11",0.094,11,"False"
"146","232","CWT","T4","11",0.325,11,"False"
"147","233","CWT","T4","11",0.074,11,"False"
"148","236","CWT","T4","11",0.28,11,"False"
"149","237","CWT","T4","11",0.276,11,"False"
"150","238","CWT","T4","11",0.274,11,"False"
"151","241","CWT","T4","11",0.328,11,"False"
"152","242","CWT","T4","11",0.302,11,"False"
"153","246","CWT","T4","11",0.308,11,"False"
"154","247","CWT","T4","11",0.237,11,"False"
"155","248","CWT","T4","11",0.173,11,"False"
"156","255","CWT","T4","11",0.097,11,"False"
"157","256","CWT","T4","11",0.399,11,"False"
"158","262","CWT","T4","11",0.259,11,"False"
"159","263","CWT","T4","11",0.287,11,"False"
"160","267","CWT","T4","11",0.13,11,"False"
"161","268","CWT","T4","11",0.252,11,"False"
"162","272","CWT","T4","11",0.64,11,"False"
"163","276","CWT","T4","11",0.238,11,"False"
"164","278","CWT","T4","11",0.188,11,"False"
"165","1111","CWT","T4","11",0.114,11,"False"
"166","1112","CWT","T4","11",0.253,11,"False"
"167","1113","CWT","T4","11",0.229,11,"False"
"168","1114","CWT","T4","11",0.147,11,"False"
"169","1115","CWT","T4","11",0.274,11,"False"
"170","1117","CWT","T4","11",0.154,11,"False"
"171","1118","CWT","T4","11",0.128,11,"False"
"172","1120","CWT","T4","11",0.198,11,"False"
"173","1121","CWT","T4","11",0.126,11,"False"
"174","1122","CWT","T4","11",0.222,11,"False"
"175","1123","CWT","T4","11",0.078,11,"False"
"176","1124","CWT","T4","11",0.38,11,"False"
"177","1125","CWT","T4","11",0.268,11,"False"
"178","1126","CWT","T4","11",0.35,11,"False"
"179","1128","CWT","T4","11",0.21,11,"False"
"180","1129","CWT","T4","11",0.188,11,"False"
"181","1130","CWT","T4","11",0.372,11,"False"
"182","1131","CWT","T4","11",0.35,11,"False"
"183","1132","CWT","T4","11",0.301,11,"False"
"184","1133","CWT","T4","11",0.11,11,"False"
"185","1134","CWT","T4","11",0.399,11,"False"
"186","1135","CWT","T4","11",0.195,11,"False"
"187","1136","CWT","T4","11",0.225,11,"False"
"188","1137","CWT","T4","11",0.303,11,"False"
"189","1138","CWT","T4","11",0.39,11,"False"
"190","1139","CWT","T4","11",0.172,11,"False"
"191","1140","CWT","T4","11",0.278,11,"False"
"192","1141","CWT","T4","11",0.317,11,"False"
"193","1142","CWT","T4","11",0.188,11,"False"
"194","1143","CWT","T4","11",0.383,11,"False"
"195","1144","CWT","T4","11",0.261,11,"False"
"196","1145","CWT","T4","11",0.241,11,"False"
"197","1146","CWT","T4","11",0.167,11,"False"
"198","1147","CWT","T4","11",0.198,11,"False"
"199","1148","CWT","T4","11",0.363,11,"False"
"200","1149","CWT","T4","11",0.252,11,"False"
"201","1150","CWT","T4","11",0.346,11,"False"
"202","1151","CWT","T4","11",0.19,11,"False"
"203","1152","CWT","T4","11",0.336,11,"False"
"204","1153","CWT","T4","11",0.264,11,"False"
"205","1154","CWT","T4","11",0.267,11,"False"
"206","1155","CWT","T4","11",0.111,11,"False"
"207","1156","CWT","T4","11",0.322,11,"False"
"208","1157","CWT","T4","11",0.217,11,"False"
"209","1158","CWT","T4","11",0.228,11,"False"
"210","1159","CWT","T4","11",0.174,11,"False"
"211","1160","CWT","T4","11",0.309,11,"False"
"212","1161","CWT","T4","11",0.232,11,"False"
"213","1162","CWT","T4","11",0.089,11,"False"
"214","1163","CWT","T4","11",0.153,11,"False"
"215","1164","CWT","T4","11",0.154,11,"False"
"216","1165","CWT","T4","11",0.288,11,"False"
"217","1167","CWT","T4","11",0.41,11,"False"
"218","1170","CWT","T4","11",1.692,11,"False"
"219","1171","CWT","T4","11",0.242,11,"True"
"220","1172","CWT","T4","11",0.119,11,"True"
"221","1174","CWT","T4","11",0.369,11,"True"
"222","1175","CWT","T4","11",0.415,11,"False"
"223","1176","CWT","T4","11",0.14,11,"True"
"224","1177","CWT","T4","11",0.317,11,"True"
"225","1178","CWT","T4","11",0.153,11,"True"
"226","1179","CWT","T4","11",0.069,11,"False"
"227","1180","CWT","T4","11",0.35,11,"False"
"228","1181","CWT","T4","11",0.052,11,"False"
"229","1183","CHE+DWT","T5","11",0.19,11,"False"
"230","1184","CHE+DWT","T5","11",0.194,11,"False"
"231","1187","CHE+DWT","T5","11",0.066,11,"False"
"232","1188","CHE+DWT","T5","11",0.125,11,"False"
"233","1189","CHE+DWT","T5","11",0.08,11,"False"
"234","1190","CHE+DWT","T5","11",0.106,11,"False"
"235","1191","CHE+DWT","T5","11",0.252,11,"False"
"236","1192","CHE+DWT","T5","11",0.094,11,"False"
"237","1194","CHE+DWT","T5","11",0.174,11,"False"
"238","1195","CHE+DWT","T5","11",0.197,11,"False"
"239","1196","CHE+DWT","T5","11",0.306,11,"False"
"240","1197","CHE+DWT","T5","11",0.077,11,"False"
"241","1198","CHE+DWT","T5","11",0.291,11,"False"
"242","1199","CHE+DWT","T5","11",0.325,11,"False"
"243","1200","CHE+DWT","T5","11",0.129,11,"False"
"244","1201","CHE+DWT","T5","11",0.275,11,"False"
"245","1204","CHE+DWT","T5","11",0.206,11,"False"
"246","1207","CHE+DWT","T5","11",0.273,11,"False"
"247","1208","CHE+DWT","T5","11",0.243,11,"False"
"248","1209","CHE+DWT","T5","11",0.227,11,"False"
"249","1210","CHE+DWT","T5","11",0.272,11,"False"
"250","1213","CHE+DWT","T5","11",0.208,11,"False"
"251","1223","CHE+DWT","T5","11",0.206,11,"False"
"252","1224","CHE+DWT","T5","11",0.247,11,"False"
"253","1225","CHE+DWT","T5","11",0.278,11,"False"
"254","1228","CHE+DWT","T5","11",0.212,11,"False"
"255","1229","CHE+DWT","T5","11",0.252,11,"False"
"256","1231","CHE+DWT","T5","11",0.365,11,"False"
"257","1232","CHE+DWT","T5","11",0.311,11,"False"
"258","1233","CHE+DWT","T5","11",0.39,11,"False"
"259","1234","CHE+DWT","T5","11",0.296,11,"False"
"260","1237","CHE+DWT","T5","11",0.212,11,"False"
"261","1239","CHE+DWT","T5","11",0.353,11,"False"
"262","1240","CHE+DWT","T5","11",0.286,11,"False"
"263","1241","CHE+DWT","T5","11",0.386,11,"False"
"264","1242","CHE+DWT","T5","11",0.265,11,"False"
"265","1245","CHE+DWT","T5","11",0.26,11,"False"
"266","1246","CHE+DWT","T5","11",0.27,11,"False"
"267","1250","CHE+DWT","T5","11",0.144,11,"False"
"268","1251","CHE+DWT","T5","11",0.21,11,"False"
"269","1252","CHE+DWT","T5","11",0.259,11,"False"
"270","1254","CHE+DWT","T5","11",0.262,11,"False"
"271","1256","CHE+DWT","T5","11",0.12,11,"False"
"272","1257","CHE+DWT","T5","11",0.248,11,"False"
"273","1261","CHE+DWT","T5","11",0.31,11,"False"
"274","1263","CHE+DWT","T5","11",0.178,11,"False"
"275","1264","CHE+DWT","T5","11",0.242,11,"False"
"276","1266","CHE+DWT","T5","11",0.192,11,"False"
"277","1269","CHE+DWT","T5","11",0.309,11,"False"
"278","1270","CHE+DWT","T5","11",0.214,11,"False"
"279","1271","CHE+DWT","T5","11",0.047,11,"False"
"280","1272","CHE+DWT","T5","11",0.215,11,"False"
"281","1275","CHE+DWT","T5","11",0.415,11,"False"
"282","1276","CHE+DWT","T5","11",0.086,11,"False"
"283","1277","CHE+DWT","T5","11",0.242,11,"False"
"284","1278","CHE+DWT","T5","11",0.116,11,"True"
"285","1279","CHE+DWT","T5","11",0.292,11,"True"
"286","1280","CHE+DWT","T5","11",0.185,11,"True"
"287","1282","CHE+DWT","T5","11",0.234,11,"True"
"288","1283","CHE+DWT","T5","11",0.336,11,"True"
"289","1284","CHE+DWT","T5","11",0.245,11,"True"
"290","1285","CHE+DWT","T5","11",0.098,11,"True"
"291","1286","CHE+DWT","T5","11",0.162,11,"True"
"292","1287","CHE+DWT","T5","11",0.265,11,"True"
"293","1288","CHE+DWT","T5","11",0.303,11,"True"
"294","1289","CHE+DWT","T5","11",0.367,11,"True"
"295","1291","CHE+DWT","T5","11",0.257,11,"True"
"296","1293","CHE+DWT","T5","11",0.037,11,"True"
"297","1294","CHE+DWT","T5","11",0.312,11,"True"
"298","1296","CHE+DWT","T5","11",0.097,11,"True"
"299","1298","CHE+DWT","T5","11",0.194,11,"True"
"300","1299","CHE+DWT","T5","11",0.185,11,"True"
"301","1300","CHE+DWT","T5","11",0.327,11,"True"
"302","1301","CHE+DWT","T5","11",0.284,11,"True"
"303","1302","CHE+DWT","T5","11",0.184,11,"False"
"304","1303","CHE+DWT","T5","11",0.317,11,"False"
"305","1304","CHE+DWT","T5","11",0.252,11,"True"
"306","1305","CHE+DWT","T5","11",0.253,11,"False"
"307","1307","CHE","T7","11",0.049,11,"False"
"308","1308","CHE","T7","11",0.187,11,"False"
"309","1309","CHE","T7","11",0.078,11,"False"
"310","1310","CHE","T7","11",0.16,11,"False"
"311","1311","CHE","T7","11",0.226,11,"False"
"312","1316","CHE","T7","11",0.098,11,"False"
"313","1317","CHE","T7","11",0.12,11,"False"
"314","1318","CHE","T7","11",0.199,11,"False"
"315","1319","CHE","T7","11",0.069,11,"False"
"316","1320","CHE","T7","11",0.102,11,"False"
"317","1321","CHE","T7","11",0.074,11,"False"
"318","1322","CHE","T7","11",0.101,11,"False"
"319","1325","CHE","T7","11",0.121,11,"False"
"320","1326","CHE","T7","11",0.354,11,"False"
"321","1327","CHE","T7","11",0.203,11,"False"
"322","1328","CHE","T7","11",0.143,11,"False"
"323","1329","CHE","T7","11",0.075,11,"False"
"324","1331","CHE","T7","11",0.173,11,"False"
"325","1332","CHE","T7","11",0.24,11,"False"
"326","1333","CHE","T7","11",0.246,11,"False"
"327","1334","CHE","T7","11",0.214,11,"False"
"328","1335","CHE","T7","11",0.103,11,"False"
"329","1336","CHE","T7","11",0.168,11,"False"
"330","1337","CHE","T7","11",0.074,11,"False"
"331","1338","CHE","T7","11",0.211,11,"False"
"332","1339","CHE","T7","11",0.032,11,"False"
"333","1340","CHE","T7","11",0.139,11,"False"
"334","1341","CHE","T7","11",0.228,11,"False"
"335","1342","CHE","T7","11",0.099,11,"False"
"336","1343","CHE","T7","11",0.137,11,"False"
"337","1344","CHE","T7","11",0.127,11,"False"
"338","1345","CHE","T7","11",0.113,11,"False"
"339","1346","CHE","T7","11",0.088,11,"False"
"340","1347","CHE","T7","11",0.179,11,"False"
"341","1348","CHE","T7","11",0.155,11,"False"
"342","1349","CHE","T7","11",0.13,11,"False"
"343","1350","CHE","T7","11",0.144,11,"False"
"344","1351","CHE","T7","11",0.093,11,"False"
"345","1352","CHE","T7","11",0.172,11,"True"
"346","1353","CHE","T7","11",0.118,11,"True"
"347","1354","CHE","T7","11",0.119,11,"True"
"348","1424","CWT+DHE","T11","11",0.294,11,"False"
"349","1425","CWT+DHE","T11","11",0.301,11,"False"
"350","1426","CWT+DHE","T11","11",0.281,11,"False"
"351","1427","CWT+DHE","T11","11",0.21,11,"False"
"352","1428","CWT+DHE","T11","11",0.33,11,"False"
"353","1429","CWT+DHE","T11","11",0.209,11,"False"
"354","1430","CWT+DHE","T11","11",0.267,11,"False"
"355","1431","CWT+DHE","T11","11",0.266,11,"False"
"356","1432","CWT+DHE","T11","11",0.224,11,"False"
"357","1434","CWT+DHE","T11","11",0.276,11,"False"
"358","1435","CWT+DHE","T11","11",0.32,11,"False"
"359","1436","CWT+DHE","T11","11",0.193,11,"False"
"360","1437","CWT+DHE","T11","11",0.277,11,"False"
"361","1441","CWT+DHE","T11","11",0.263,11,"False"
"362","1442","CWT+DHE","T11","11",0.258,11,"False"
"363","1443","CWT+DHE","T11","11",0.103,11,"False"
"364","1444","CWT+DHE","T11","11",0.077,11,"False"
"365","1445","CWT+DHE","T11","11",0.283,11,"False"
"366","1446","CWT+DHE","T11","11",0.284,11,"False"
"367","1447","CWT+DHE","T11","11",0.266,11,"False"
"368","1449","CWT+DHE","T11","11",0.248,11,"False"
"369","1450","CWT+DHE","T11","11",0.285,11,"False"
"370","1451","CWT+DHE","T11","11",0.185,11,"False"
"371","1452","CWT+DHE","T11","11",0.176,11,"False"
"372","1455","CWT+DHE","T11","11",0.255,11,"False"
"373","1456","CWT+DHE","T11","11",0.034,11,"False"
"374","1459","CWT+DHE","T11","11",0.07,11,"False"
"375","1460","CWT+DHE","T11","11",0.186,11,"False"
"376","1461","CWT+DHE","T11","11",0.034,11,"False"
"377","1465","CWT+DHE","T11","11",0.065,11,"False"
"378","1466","CWT+DHE","T11","11",0.187,11,"False"
"379","1468","CWT+DHE","T11","11",0.15,11,"False"
"380","1469","CWT+DHE","T11","11",0.278,11,"False"
"381","1470","CWT+DHE","T11","11",0.234,11,"False"
"382","1473","CWT+DHE","T11","11",0.247,11,"False"
"383","1474","CWT+DHE","T11","11",0.236,11,"False"
"384","1475","CWT+DHE","T11","11",0.158,11,"False"
"385","1477","CWT+DHE","T11","11",0.257,11,"False"
"386","1479","CWT+DHE","T11","11",0.12,11,"False"
"387","1480","CWT+DHE","T11","11",0.118,11,"False"
"388","1481","CWT+DHE","T11","11",0.061,11,"False"
"389","1482","CWT+DHE","T11","11",0.019,11,"False"
"390","1483","CWT+DHE","T11","11",0.16,11,"False"
"391","1484","CWT+DHE","T11","11",0.046,11,"False"
"392","1486","CWT+DHE","T11","11",0.247,11,"False"
"393","1487","CWT+DHE","T11","11",0.174,11,"False"
"394","1488","CWT+DHE","T11","11",0.05,11,"False"
"395","1489","CWT+DHE","T11","11",0.261,11,"False"
"396","1490","CWT+DHE","T11","11",0.051,11,"False"
"397","1491","CWT+DHE","T11","11",0.226,11,"False"
"398","1492","CWT+DHE","T11","11",0.281,11,"False"
"399","1494","CWT+DHE","T11","11",0.062,11,"False"
"400","1495","CWT+DHE","T11","11",0.123,11,"False"
"401","1496","CWT+DHE","T11","11",0.214,11,"False"
"402","1497","CWT+DHE","T11","11",0.211,11,"False"
"403","1498","CWT+DHE","T11","11",0.234,11,"False"
"404","1499","CWT+DHE","T11","11",0.086,11,"False"
"405","1500","CWT+DHE","T11","11",0.22,11,"False"
"406","1502","CWT+DHE","T11","11",0.106,11,"False"
"407","1503","CWT+DHE","T11","11",0.096,11,"False"
"408","1504","CWT+DHE","T11","11",0.68,11,"False"
"409","1506","CWT+DHE","T11","11",0.106,11,"False"
"410","1507","CWT+DHE","T11","11",0.105,11,"False"
"411","1508","CWT+DHE","T11","11",0.067,11,"False"
"412","1509","CWT+DHE","T11","11",0.044,11,"False"
"413","1510","CWT+DHE","T11","11",0.148,11,"False"
"414","1511","CWT+DHE","T11","11",0.057,11,"False"
"415","1513","CWT+DHE","T11","11",0.185,11,"False"
"416","1514","CWT+DHE","T11","11",0.077,11,"False"
"417","1515","CWT+DHE","T11","11",0.159,11,"False"
"418","1516","CWT+DHE","T11","11",0.035,11,"False"
"419","1517","CWT+DHE","T11","11",0.218,11,"False"
"420","1518","CWT+DHE","T11","11",0.279,11,"False"
"421","1519","CWT+DHE","T11","11",0.141,11,"False"
"422","1520","CWT+DHE","T11","11",0.165,11,"False"
"423","1521","CWT+DHE","T11","11",0.126,11,"False"
"424","1522","CWT+DHE","T11","11",0.275,11,"True"
"425","1523","CWT+DHE","T11","11",0.291,11,"True"
"426","1524","CWT+DHE","T11","11",0.145,11,"True"
"427","1525","CWT+DHE","T11","11",0.271,11,"True"
"428","1526","CWT+DHE","T11","11",0.234,11,"True"
"429","1527","CWT+DHE","T11","11",0.28,11,"True"
"430","1528","CWT+DHE","T11","11",0.219,11,"True"
"431","1529","CWT+DHE","T11","11",0.204,11,"True"
"432","1530","CWT+DHE","T11","11",0.287,11,"True"
"433","1531","CWT+DHE","T11","11",0.237,11,"False"
"434","1532","CWT+DHE","T11","11",0.127,11,"False"
"435","1533","CWT+DHE","T11","11",0.032,11,"False"
"436","1535","CHE+DHE","T6","11",0.131,11,"False"
"437","1536","CHE+DHE","T6","11",0.261,11,"False"
"438","1537","CHE+DHE","T6","11",0.079,11,"False"
"439","1538","CHE+DHE","T6","11",0.193,11,"False"
"440","1539","CHE+DHE","T6","11",0.19,11,"False"
"441","1540","CHE+DHE","T6","11",0.195,11,"False"
"442","1541","CHE+DHE","T6","11",0.158,11,"False"
"443","1544","CHE+DHE","T6","11",0.148,11,"False"
"444","1545","CHE+DHE","T6","11",0.074,11,"False"
"445","1546","CHE+DHE","T6","11",0.109,11,"False"
"446","1547","CHE+DHE","T6","11",0.116,11,"False"
"447","1548","CHE+DHE","T6","11",0.061,11,"False"
"448","1549","CHE+DHE","T6","11",0.061,11,"False"
"449","1550","CHE+DHE","T6","11",0.098,11,"False"
"450","1551","CHE+DHE","T6","11",0.248,11,"False"
"451","1552","CHE+DHE","T6","11",0.222,11,"True"
"452","1553","CHE+DHE","T6","11",0.092,11,"False"
"453","1554","CHE+DHE","T6","11",0.108,11,"False"
"454","1556","CHE+DHE","T6","11",0.2,11,"False"
"455","1557","CHE+DHE","T6","11",0.165,11,"False"
"456","1559","CHE+DHE","T6","11",0.184,11,"True"
"457","1560","CHE+DHE","T6","11",0.092,11,"False"
"458","1561","CHE+DHE","T6","11",0.119,11,"False"
"459","1562","CHE+DHE","T6","11",0.158,11,"False"
"460","1563","CHE+DHE","T6","11",0.243,11,"False"
"461","1564","CHE+DHE","T6","11",0.155,11,"False"
"462","1580","CHE+DHE","T6","11",0.274,11,"True"
"463","1590","CHE+DHE","T6","11",0.204,11,"False"
"464","1593","CHE+DHE","T6","11",0.124,11,"False"
"465","1595","CHE+DHE","T6","11",0.198,11,"False"
"466","1603","CHE+DHE","T6","11",0.229,11,"False"
"467","1605","CHE+DHE","T6","11",0.216,11,"False"
"468","1606","CHE+DHE","T6","11",0.158,11,"False"
"469","1607","CHE+DHE","T6","11",0.151,11,"False"
"470","1611","CHE+DHE","T6","11",0.054,11,"False"
"471","1628","CHE+DHE","T6","11",0.135,11,"False"
"472","1636","CHE+DHE","T6","11",0.18,11,"False"
"473","1637","CHE+DHE","T6","11",0.194,11,"False"
"474","1638","CHE+DHE","T6","11",0.05,11,"False"
"475","1640","CHE+DHE","T6","11",0.202,11,"False"
"476","1641","CHE+DHE","T6","11",0.096,11,"False"
"477","1647","CHE+DHE","T6","11",0.24,11,"False"
"478","1655","CHE+DHE","T6","11",0.152,11,"False"
"479","1660","CHE+DHE","T6","11",0.258,11,"False"
"480","1661","CHE+DHE","T6","11",0.268,11,"False"
"481","1662","CHE+DHE","T6","11",0.189,11,"False"
"482","1664","CHE+DHE","T6","11",0.134,11,"False"
"483","1665","CHE+DHE","T6","11",0.234,11,"False"
"484","1666","CHE+DHE","T6","11",0.281,11,"True"
"485","1668","CHE+DHE","T6","11",0.188,11,"True"
"486","1669","CHE+DHE","T6","11",0.186,11,"True"
"487","1671","CHE+DHE","T6","11",0.22,11,"True"
"488","1672","CHE+DHE","T6","11",0.057,11,"False"
"489","1673","CHE+DHE","T6","11",0.325,11,"True"
"490","1674","CHE+DHE","T6","11",0.268,11,"True"
"491","1675","CHE+DHE","T6","11",0.168,11,"True"
"492","1676","CHE+DHE","T6","11",0.044,11,"False"
"493","1678","CHE+DHE","T6","11",0.145,11,"True"
"494","1679","CHE+DHE","T6","11",0.059,11,"False"
"495","1680","CHE+DHE","T6","11",0.099,11,"False"
"496","1355","DHE","T9","11",0.088,11,"False"
"497","1356","DHE","T9","11",0.184,11,"False"
"498","1357","DHE","T9","11",0.156,11,"False"
"499","1363","DHE","T9","11",0.181,11,"False"
"500","1364","DHE","T9","11",0.305,11,"False"
"501","1374","DHE","T9","11",0.204,11,"False"
"502","1375","DHE","T9","11",0.251,11,"True"
"503","1376","DHE","T9","11",0.091,11,"False"
"504","1377","DHE","T9","11",0.027,11,"False"
"505","1380","DHE","T9","11",0.176,11,"False"
"506","1381","DHE","T9","11",0.053,11,"False"
"507","1382","DHE","T9","11",0.069,11,"False"
"508","1383","DHE","T9","11",0.245,11,"False"
"509","1384","DHE","T9","11",0.059,11,"False"
"510","1385","DHE","T9","11",0.122,11,"False"
"511","1386","DHE","T9","11",0.152,11,"False"
"512","1388","DHE","T9","11",0.074,11,"False"
"513","1389","DHE","T9","11",0.113,11,"False"
"514","1390","DHE","T9","11",0.139,11,"False"
"515","1392","DHE","T9","11",0.258,11,"False"
"516","1394","DHE","T9","11",0.07,11,"False"
"517","1395","DHE","T9","11",0.283,11,"True"
"518","1396","DHE","T9","11",0.218,11,"True"
"519","1397","DHE","T9","11",0.157,11,"False"
"520","1398","DHE","T9","11",0.397,11,"False"
